69,254,65,89,65,99,117,100,142
54,234,53,86,62,121,100,141,149
74,204,46,98,64,94,99,175,146
74,194,43,101,73,105,107,159,144
73,173,70,89,74,139,107,150,125
63,169,84,85,90,88,95,158,168
72,138,95,97,86,99,85,167,161
71,112,89,87,71,108,115,202,145
92,126,75,92,78,140,74,149,174
54,105,56,85,96,122,101,215,166
64,121,67,95,85,102,112,204,150
60,121,67,105,101,78,87,229,152
66,126,49,86,73,107,119,243,131
90,122,67,100,80,60,100,233,148
86,90,53,114,77,61,91,263,165
70,105,70,97,102,57,102,301,96
95,84,63,85,93,79,90,282,129
85,71,56,85,80,78,106,326,113
85,73,56,88,72,80,100,313,133
62,78,83,79,74,61,87,350,126
80,81,76,74,53,63,74,390,109
89,80,77,82,87,71,92,325,97
81,80,60,82,71,59,90,395,82
68,71,106,62,79,61,91,374,88
51,109,70,51,69,64,95,404,87
61,80,46,73,63,54,89,434,100
58,123,77,46,56,78,86,396,80
31,84,84,69,38,61,61,484,88
54,60,80,81,60,58,87,448,72
23,67,55,79,89,44,59,521,63
32,68,53,86,101,42,70,464,84
30,83,95,49,94,49,40,499,61
53,65,65,72,95,23,29,534,64
37,80,49,77,126,24,19,520,68
84,118,119,71,62,91,39,371,45
57,160,88,68,57,85,55,389,41
63,49,56,60,107,80,18,558,9
54,55,50,49,73,41,93,554,31
37,47,36,53,114,50,52,594,17
66,26,49,37,57,33,12,706,14
