90,114,114,168,100,108,87,112,107
91,102,94,273,91,85,88,87,89
94,74,88,328,75,88,91,71,91
83,81,75,407,79,77,77,66,55
62,58,73,487,60,66,64,65,65
89,98,71,87,59,97,61,221,217
68,132,112,51,38,68,49,335,147
77,161,53,47,52,52,39,395,124
50,95,75,30,40,56,45,428,181
57,136,76,39,37,50,42,378,185
40,126,164,23,36,43,35,428,105
67,172,131,20,22,30,22,403,133
44,98,142,26,27,29,40,409,185
55,99,104,24,28,24,79,421,166
43,52,150,23,17,19,67,486,143
46,96,175,23,18,11,24,427,180
27,148,227,32,42,15,23,325,161
26,115,223,26,14,12,16,401,167
23,222,283,20,10,23,20,182,217
7,44,259,12,7,11,8,429,223
54,112,242,32,8,21,17,304,210
35,82,216,35,12,13,25,308,274
36,190,256,23,12,2,10,278,193
23,240,225,18,4,6,7,220,257
27,149,250,47,7,8,8,325,179
64,159,300,46,15,2,13,215,186
43,130,207,54,41,9,9,220,287
28,41,351,8,65,64,17,173,253
89,97,282,42,21,2,5,332,130
68,89,253,17,4,2,6,433,128
